,file_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,class_names
5206,dataset\cars_train\05207.jpg,111,184,543,358,125,Honda Odyssey Minivan 2012
5207,dataset\cars_train\05208.jpg,100,240,1577,968,54,Chevrolet Corvette Convertible 2012
5208,dataset\cars_train\05209.jpg,3,40,300,154,91,Dodge Magnum Wagon 2008
5209,dataset\cars_train\05210.jpg,18,84,205,167,160,Mercedes-Benz 300-Class Convertible 1993
5210,dataset\cars_train\05211.jpg,52,21,400,262,179,Spyker C8 Coupe 2009
5211,dataset\cars_train\05212.jpg,15,82,337,223,19,Audi S6 Sedan 2011
5212,dataset\cars_train\05213.jpg,99,124,961,665,74,Chevrolet Silverado 1500 Regular Cab 2012
5213,dataset\cars_train\05214.jpg,16,434,1266,894,78,Chrysler 300 SRT-8 2010
5214,dataset\cars_train\05215.jpg,14,19,793,452,182,Suzuki SX4 Hatchback 2012
5215,dataset\cars_train\05216.jpg,135,116,897,579,62,Chevrolet Sonic Sedan 2012
5216,dataset\cars_train\05217.jpg,111,82,886,584,147,Jeep Grand Cherokee SUV 2012
5217,dataset\cars_train\05218.jpg,34,162,703,428,59,Chevrolet HHR SS 2010
5218,dataset\cars_train\05219.jpg,279,316,1345,921,169,Nissan Juke Hatchback 2012
5219,dataset\cars_train\05220.jpg,16,79,727,449,129,Hyundai Veloster Hatchback 2012
5220,dataset\cars_train\05221.jpg,34,49,281,144,68,Chevrolet Silverado 2500HD Regular Cab 2012
5221,dataset\cars_train\05222.jpg,70,101,850,460,68,Chevrolet Silverado 2500HD Regular Cab 2012
5222,dataset\cars_train\05223.jpg,19,12,252,181,112,Ford F-150 Regular Cab 2012
5223,dataset\cars_train\05224.jpg,5,14,93,58,0,AM General Hummer SUV 2000
5224,dataset\cars_train\05225.jpg,108,103,2743,1758,177,Scion xD Hatchback 2012
5225,dataset\cars_train\05226.jpg,366,401,1516,1012,24,Audi TT RS Coupe 2012
5226,dataset\cars_train\05227.jpg,41,138,760,519,93,Dodge Durango SUV 2012
5227,dataset\cars_train\05228.jpg,17,19,640,289,95,Dodge Charger Sedan 2012
5228,dataset\cars_train\05229.jpg,21,25,463,288,108,Ford Expedition EL SUV 2009
5229,dataset\cars_train\05230.jpg,223,66,552,261,156,MINI Cooper Roadster Convertible 2012
5230,dataset\cars_train\05231.jpg,6,34,427,266,68,Chevrolet Silverado 2500HD Regular Cab 2012
5231,dataset\cars_train\05232.jpg,195,248,854,557,191,Volkswagen Beetle Hatchback 2012
5232,dataset\cars_train\05233.jpg,70,46,529,309,143,Jaguar XK XKR 2012
5233,dataset\cars_train\05234.jpg,101,120,944,685,182,Suzuki SX4 Hatchback 2012
5234,dataset\cars_train\05235.jpg,43,27,594,351,72,Chevrolet Malibu Sedan 2007
5235,dataset\cars_train\05236.jpg,151,166,1441,1027,100,Ferrari FF Coupe 2012
5236,dataset\cars_train\05237.jpg,29,32,399,330,194,Volvo XC90 SUV 2007
5237,dataset\cars_train\05238.jpg,58,217,975,608,140,Infiniti G Coupe IPL 2012
5238,dataset\cars_train\05239.jpg,55,36,426,314,99,FIAT 500 Convertible 2012
5239,dataset\cars_train\05240.jpg,24,61,672,487,86,Dodge Ram Pickup 3500 Quad Cab 2009
5240,dataset\cars_train\05241.jpg,60,420,1634,981,181,Suzuki Kizashi Sedan 2012
5241,dataset\cars_train\05242.jpg,43,113,618,428,124,HUMMER H2 SUT Crew Cab 2009
5242,dataset\cars_train\05243.jpg,1,8,111,78,87,Dodge Sprinter Cargo Van 2009
5243,dataset\cars_train\05244.jpg,53,109,506,379,126,Honda Odyssey Minivan 2007
5244,dataset\cars_train\05245.jpg,11,27,226,163,195,smart fortwo Convertible 2012
5245,dataset\cars_train\05246.jpg,129,73,519,405,109,Ford Edge SUV 2012
5246,dataset\cars_train\05247.jpg,41,120,589,315,178,Spyker C8 Convertible 2009
5247,dataset\cars_train\05248.jpg,382,172,1249,883,132,Hyundai Veracruz SUV 2012
5248,dataset\cars_train\05249.jpg,118,128,462,266,54,Chevrolet Corvette Convertible 2012
5249,dataset\cars_train\05250.jpg,31,38,631,438,108,Ford Expedition EL SUV 2009
5250,dataset\cars_train\05251.jpg,35,105,531,397,189,Volkswagen Golf Hatchback 2012
5251,dataset\cars_train\05252.jpg,20,126,932,725,94,Dodge Durango SUV 2007
5252,dataset\cars_train\05253.jpg,53,1,687,495,94,Dodge Durango SUV 2007
5253,dataset\cars_train\05254.jpg,5,16,200,150,122,Geo Metro Convertible 1993
5254,dataset\cars_train\05255.jpg,40,51,538,326,28,BMW 3 Series Sedan 2012
5255,dataset\cars_train\05256.jpg,137,93,488,416,194,Volvo XC90 SUV 2007
5256,dataset\cars_train\05257.jpg,6,1,608,367,100,Ferrari FF Coupe 2012
5257,dataset\cars_train\05258.jpg,80,100,401,371,37,BMW Z4 Convertible 2012
5258,dataset\cars_train\05259.jpg,179,177,753,452,1,Acura RL Sedan 2012
5259,dataset\cars_train\05260.jpg,19,12,613,456,175,Rolls-Royce Ghost Sedan 2012
5260,dataset\cars_train\05261.jpg,10,34,242,126,1,Acura RL Sedan 2012
5261,dataset\cars_train\05262.jpg,44,108,560,355,59,Chevrolet HHR SS 2010
5262,dataset\cars_train\05263.jpg,300,176,1185,711,11,Audi RS 4 Convertible 2008
5263,dataset\cars_train\05264.jpg,75,95,578,368,152,Lamborghini Diablo Coupe 2001
5264,dataset\cars_train\05265.jpg,8,28,1005,616,13,Audi TTS Coupe 2012
5265,dataset\cars_train\05266.jpg,40,66,269,164,13,Audi TTS Coupe 2012
5266,dataset\cars_train\05267.jpg,23,47,255,183,64,Chevrolet Avalanche Crew Cab 2012
5267,dataset\cars_train\05268.jpg,10,5,545,315,22,Audi S4 Sedan 2012
5268,dataset\cars_train\05269.jpg,40,10,241,162,68,Chevrolet Silverado 2500HD Regular Cab 2012
5269,dataset\cars_train\05270.jpg,85,107,938,608,186,Toyota Camry Sedan 2012
5270,dataset\cars_train\05271.jpg,39,43,584,227,17,Audi 100 Wagon 1994
5271,dataset\cars_train\05272.jpg,47,164,986,706,20,Audi S5 Convertible 2012
5272,dataset\cars_train\05273.jpg,22,43,424,203,32,BMW X6 SUV 2012
5273,dataset\cars_train\05274.jpg,36,65,633,347,60,Chevrolet Impala Sedan 2007
5274,dataset\cars_train\05275.jpg,101,160,464,308,34,BMW M5 Sedan 2010
5275,dataset\cars_train\05276.jpg,9,18,626,471,153,Land Rover Range Rover SUV 2012
5276,dataset\cars_train\05277.jpg,21,41,415,330,154,Land Rover LR2 SUV 2012
5277,dataset\cars_train\05278.jpg,17,139,379,251,38,Bentley Continental Supersports Conv. Convertible 2012
5278,dataset\cars_train\05279.jpg,41,35,592,377,141,Infiniti QX56 SUV 2011
5279,dataset\cars_train\05280.jpg,137,114,919,544,14,Audi R8 Coupe 2012
5280,dataset\cars_train\05281.jpg,147,125,471,426,2,Acura TL Sedan 2012
5281,dataset\cars_train\05282.jpg,256,310,1504,727,181,Suzuki Kizashi Sedan 2012
5282,dataset\cars_train\05283.jpg,109,224,890,619,166,Mitsubishi Lancer Sedan 2012
5283,dataset\cars_train\05284.jpg,15,13,294,195,117,GMC Terrain SUV 2012
5284,dataset\cars_train\05285.jpg,67,102,564,368,186,Toyota Camry Sedan 2012
5285,dataset\cars_train\05286.jpg,295,106,1653,1057,146,Jeep Liberty SUV 2012
5286,dataset\cars_train\05287.jpg,110,75,272,151,151,Lamborghini Gallardo LP 570-4 Superleggera 2012
5287,dataset\cars_train\05288.jpg,88,320,1204,747,175,Rolls-Royce Ghost Sedan 2012
5288,dataset\cars_train\05289.jpg,42,103,618,411,103,Ferrari 458 Italia Coupe 2012
5289,dataset\cars_train\05290.jpg,250,343,1345,994,34,BMW M5 Sedan 2010
5290,dataset\cars_train\05291.jpg,67,56,606,427,88,Dodge Journey SUV 2012
5291,dataset\cars_train\05292.jpg,14,159,548,457,193,Volvo 240 Sedan 1993
5292,dataset\cars_train\05293.jpg,13,62,276,179,137,Hyundai Sonata Sedan 2012
5293,dataset\cars_train\05294.jpg,40,63,444,280,149,Lamborghini Reventon Coupe 2008
5294,dataset\cars_train\05295.jpg,30,16,430,215,1,Acura RL Sedan 2012
5295,dataset\cars_train\05296.jpg,24,27,429,257,135,Hyundai Accent Sedan 2012
5296,dataset\cars_train\05297.jpg,518,493,1090,981,144,Jeep Patriot SUV 2012
5297,dataset\cars_train\05298.jpg,25,60,487,286,101,Ferrari California Convertible 2012
5298,dataset\cars_train\05299.jpg,68,111,561,378,136,Hyundai Genesis Sedan 2012
5299,dataset\cars_train\05300.jpg,1,32,192,133,170,Nissan 240SX Coupe 1998
5300,dataset\cars_train\05301.jpg,12,179,326,367,96,Dodge Charger SRT-8 2009
5301,dataset\cars_train\05302.jpg,56,79,552,251,150,Lamborghini Aventador Coupe 2012
5302,dataset\cars_train\05303.jpg,19,81,238,168,103,Ferrari 458 Italia Coupe 2012
5303,dataset\cars_train\05304.jpg,11,31,271,179,7,Aston Martin V8 Vantage Convertible 2012
5304,dataset\cars_train\05305.jpg,147,118,940,663,74,Chevrolet Silverado 1500 Regular Cab 2012
5305,dataset\cars_train\05306.jpg,53,169,582,389,8,Aston Martin V8 Vantage Coupe 2012
5306,dataset\cars_train\05307.jpg,58,85,532,433,3,Acura TL Type-S 2008
5307,dataset\cars_train\05308.jpg,32,75,564,241,127,Honda Accord Coupe 2012
5308,dataset\cars_train\05309.jpg,5,35,266,169,64,Chevrolet Avalanche Crew Cab 2012
5309,dataset\cars_train\05310.jpg,163,162,563,375,38,Bentley Continental Supersports Conv. Convertible 2012
5310,dataset\cars_train\05311.jpg,39,57,838,528,143,Jaguar XK XKR 2012
5311,dataset\cars_train\05312.jpg,154,125,324,286,44,Bugatti Veyron 16.4 Convertible 2009
5312,dataset\cars_train\05313.jpg,201,241,965,594,111,Ford GT Coupe 2006
5313,dataset\cars_train\05314.jpg,72,83,718,457,32,BMW X6 SUV 2012
5314,dataset\cars_train\05315.jpg,21,96,380,275,12,Audi A5 Coupe 2012
5315,dataset\cars_train\05316.jpg,27,42,589,301,157,Maybach Landaulet Convertible 2012
5316,dataset\cars_train\05317.jpg,35,64,487,306,67,Chevrolet TrailBlazer SS 2009
5317,dataset\cars_train\05318.jpg,79,57,552,381,118,GMC Savana Van 2012
5318,dataset\cars_train\05319.jpg,19,105,448,272,117,GMC Terrain SUV 2012
5319,dataset\cars_train\05320.jpg,28,56,605,288,183,Suzuki SX4 Sedan 2012
5320,dataset\cars_train\05321.jpg,124,392,1137,760,162,Mercedes-Benz SL-Class Coupe 2009
5321,dataset\cars_train\05322.jpg,59,43,253,171,187,Toyota Corolla Sedan 2012
5322,dataset\cars_train\05323.jpg,304,266,971,667,116,Ford Fiesta Sedan 2012
5323,dataset\cars_train\05324.jpg,23,94,402,269,3,Acura TL Type-S 2008
5324,dataset\cars_train\05325.jpg,518,452,1332,1004,168,Nissan NV Passenger Van 2012
5325,dataset\cars_train\05326.jpg,6,9,217,110,16,Audi 100 Sedan 1994
5326,dataset\cars_train\05327.jpg,43,197,973,686,184,Tesla Model S Sedan 2012
5327,dataset\cars_train\05328.jpg,80,295,944,717,62,Chevrolet Sonic Sedan 2012
5328,dataset\cars_train\05329.jpg,56,109,859,356,38,Bentley Continental Supersports Conv. Convertible 2012
5329,dataset\cars_train\05330.jpg,133,105,603,471,25,BMW ActiveHybrid 5 Sedan 2012
5330,dataset\cars_train\05331.jpg,13,1,612,450,168,Nissan NV Passenger Van 2012
5331,dataset\cars_train\05332.jpg,14,20,273,174,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
5332,dataset\cars_train\05333.jpg,189,174,800,542,2,Acura TL Sedan 2012
5333,dataset\cars_train\05334.jpg,118,15,601,450,70,Chevrolet Express Van 2007
5334,dataset\cars_train\05335.jpg,17,41,484,265,80,Chrysler PT Cruiser Convertible 2008
5335,dataset\cars_train\05336.jpg,93,231,1833,1341,175,Rolls-Royce Ghost Sedan 2012
5336,dataset\cars_train\05337.jpg,51,135,1247,736,37,BMW Z4 Convertible 2012
5337,dataset\cars_train\05338.jpg,33,118,455,322,60,Chevrolet Impala Sedan 2007
5338,dataset\cars_train\05339.jpg,123,291,929,587,125,Honda Odyssey Minivan 2012
5339,dataset\cars_train\05340.jpg,129,379,1973,985,58,Chevrolet Camaro Convertible 2012
5340,dataset\cars_train\05341.jpg,6,30,318,140,39,Bentley Arnage Sedan 2009
5341,dataset\cars_train\05342.jpg,10,1,102,85,87,Dodge Sprinter Cargo Van 2009
5342,dataset\cars_train\05343.jpg,16,101,1409,696,126,Honda Odyssey Minivan 2007
5343,dataset\cars_train\05344.jpg,50,328,777,725,28,BMW 3 Series Sedan 2012
5344,dataset\cars_train\05345.jpg,28,65,345,245,101,Ferrari California Convertible 2012
5345,dataset\cars_train\05346.jpg,2,56,199,138,38,Bentley Continental Supersports Conv. Convertible 2012
5346,dataset\cars_train\05347.jpg,108,201,706,429,2,Acura TL Sedan 2012
5347,dataset\cars_train\05348.jpg,23,99,373,221,90,Dodge Dakota Club Cab 2007
5348,dataset\cars_train\05349.jpg,189,198,756,468,6,Acura ZDX Hatchback 2012
5349,dataset\cars_train\05350.jpg,19,22,235,162,173,Ram C/V Cargo Van Minivan 2012
5350,dataset\cars_train\05351.jpg,132,20,774,505,44,Bugatti Veyron 16.4 Convertible 2009
5351,dataset\cars_train\05352.jpg,59,54,590,385,131,Hyundai Tucson SUV 2012
5352,dataset\cars_train\05353.jpg,86,137,586,334,12,Audi A5 Coupe 2012
5353,dataset\cars_train\05354.jpg,19,1,639,480,171,Plymouth Neon Coupe 1999
5354,dataset\cars_train\05355.jpg,33,74,531,283,168,Nissan NV Passenger Van 2012
5355,dataset\cars_train\05356.jpg,48,214,1233,724,138,Hyundai Elantra Touring Hatchback 2012
5356,dataset\cars_train\05357.jpg,29,93,630,480,118,GMC Savana Van 2012
5357,dataset\cars_train\05358.jpg,125,129,499,348,119,GMC Yukon Hybrid SUV 2012
5358,dataset\cars_train\05359.jpg,49,59,239,142,18,Audi TT Hatchback 2011
5359,dataset\cars_train\05360.jpg,36,111,505,326,102,Ferrari 458 Italia Convertible 2012
5360,dataset\cars_train\05361.jpg,40,38,392,254,187,Toyota Corolla Sedan 2012
5361,dataset\cars_train\05362.jpg,11,3,292,115,116,Ford Fiesta Sedan 2012
5362,dataset\cars_train\05363.jpg,137,149,624,579,115,Ford E-Series Wagon Van 2012
5363,dataset\cars_train\05364.jpg,148,105,687,498,171,Plymouth Neon Coupe 1999
5364,dataset\cars_train\05365.jpg,56,68,587,387,153,Land Rover Range Rover SUV 2012
5365,dataset\cars_train\05366.jpg,313,188,657,401,9,Aston Martin Virage Convertible 2012
5366,dataset\cars_train\05367.jpg,75,93,539,400,192,Volvo C30 Hatchback 2012
5367,dataset\cars_train\05368.jpg,147,11,590,218,64,Chevrolet Avalanche Crew Cab 2012
5368,dataset\cars_train\05369.jpg,27,42,457,342,112,Ford F-150 Regular Cab 2012
5369,dataset\cars_train\05370.jpg,11,50,616,339,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
5370,dataset\cars_train\05371.jpg,161,104,798,415,161,Mercedes-Benz C-Class Sedan 2012
5371,dataset\cars_train\05372.jpg,8,66,361,227,126,Honda Odyssey Minivan 2007
5372,dataset\cars_train\05373.jpg,6,30,359,242,7,Aston Martin V8 Vantage Convertible 2012
5373,dataset\cars_train\05374.jpg,162,128,351,244,46,Buick Regal GS 2012
5374,dataset\cars_train\05375.jpg,13,128,495,359,119,GMC Yukon Hybrid SUV 2012
5375,dataset\cars_train\05376.jpg,36,172,772,514,193,Volvo 240 Sedan 1993
5376,dataset\cars_train\05377.jpg,31,4,388,258,114,Ford Focus Sedan 2007
5377,dataset\cars_train\05378.jpg,11,123,640,413,72,Chevrolet Malibu Sedan 2007
5378,dataset\cars_train\05379.jpg,75,11,945,378,34,BMW M5 Sedan 2010
5379,dataset\cars_train\05380.jpg,41,47,274,195,52,Cadillac Escalade EXT Crew Cab 2007
5380,dataset\cars_train\05381.jpg,10,62,680,415,124,HUMMER H2 SUT Crew Cab 2009
5381,dataset\cars_train\05382.jpg,30,217,759,522,8,Aston Martin V8 Vantage Coupe 2012
5382,dataset\cars_train\05383.jpg,23,54,429,284,118,GMC Savana Van 2012
5383,dataset\cars_train\05384.jpg,64,20,344,251,91,Dodge Magnum Wagon 2008
5384,dataset\cars_train\05385.jpg,92,270,418,410,191,Volkswagen Beetle Hatchback 2012
5385,dataset\cars_train\05386.jpg,19,59,334,258,6,Acura ZDX Hatchback 2012
5386,dataset\cars_train\05387.jpg,348,467,1626,963,186,Toyota Camry Sedan 2012
5387,dataset\cars_train\05388.jpg,339,496,1418,1021,169,Nissan Juke Hatchback 2012
5388,dataset\cars_train\05389.jpg,45,25,578,447,170,Nissan 240SX Coupe 1998
5389,dataset\cars_train\05390.jpg,92,70,342,314,112,Ford F-150 Regular Cab 2012
5390,dataset\cars_train\05391.jpg,93,138,907,536,126,Honda Odyssey Minivan 2007
5391,dataset\cars_train\05392.jpg,4,21,236,160,18,Audi TT Hatchback 2011
5392,dataset\cars_train\05393.jpg,9,61,274,155,176,Rolls-Royce Phantom Sedan 2012
5393,dataset\cars_train\05394.jpg,14,45,194,176,195,smart fortwo Convertible 2012
5394,dataset\cars_train\05395.jpg,74,130,564,444,28,BMW 3 Series Sedan 2012
5395,dataset\cars_train\05396.jpg,26,91,615,411,49,Buick Enclave SUV 2012
5396,dataset\cars_train\05397.jpg,115,142,641,386,150,Lamborghini Aventador Coupe 2012
5397,dataset\cars_train\05398.jpg,41,157,607,404,103,Ferrari 458 Italia Coupe 2012
5398,dataset\cars_train\05399.jpg,68,102,463,430,165,Mercedes-Benz Sprinter Van 2012
5399,dataset\cars_train\05400.jpg,14,37,244,165,130,Hyundai Santa Fe SUV 2012
5400,dataset\cars_train\05401.jpg,18,44,250,138,115,Ford E-Series Wagon Van 2012
5401,dataset\cars_train\05402.jpg,21,45,241,157,36,BMW X3 SUV 2012
5402,dataset\cars_train\05403.jpg,271,185,630,347,92,Dodge Challenger SRT8 2011
5403,dataset\cars_train\05404.jpg,36,26,413,313,27,BMW 1 Series Coupe 2012
5404,dataset\cars_train\05405.jpg,66,277,932,564,3,Acura TL Type-S 2008
5405,dataset\cars_train\05406.jpg,3,25,295,214,128,Honda Accord Sedan 2012
5406,dataset\cars_train\05407.jpg,145,87,524,375,155,Lincoln Town Car Sedan 2011
5407,dataset\cars_train\05408.jpg,73,94,286,175,18,Audi TT Hatchback 2011
5408,dataset\cars_train\05409.jpg,125,58,268,172,157,Maybach Landaulet Convertible 2012
5409,dataset\cars_train\05410.jpg,34,88,396,274,187,Toyota Corolla Sedan 2012
5410,dataset\cars_train\05411.jpg,205,162,646,516,127,Honda Accord Coupe 2012
5411,dataset\cars_train\05412.jpg,57,114,378,253,82,Dodge Caliber Wagon 2012
5412,dataset\cars_train\05413.jpg,177,434,2613,1549,22,Audi S4 Sedan 2012
5413,dataset\cars_train\05414.jpg,185,123,503,359,167,Nissan Leaf Hatchback 2012
5414,dataset\cars_train\05415.jpg,35,89,763,429,111,Ford GT Coupe 2006
5415,dataset\cars_train\05416.jpg,80,200,595,447,74,Chevrolet Silverado 1500 Regular Cab 2012
5416,dataset\cars_train\05417.jpg,47,45,269,175,188,Toyota 4Runner SUV 2012
5417,dataset\cars_train\05418.jpg,51,15,217,164,173,Ram C/V Cargo Van Minivan 2012
5418,dataset\cars_train\05419.jpg,186,90,556,280,98,FIAT 500 Abarth 2012
5419,dataset\cars_train\05420.jpg,143,135,548,280,184,Tesla Model S Sedan 2012
5420,dataset\cars_train\05421.jpg,43,166,961,606,50,Cadillac CTS-V Sedan 2012
5421,dataset\cars_train\05422.jpg,63,103,582,423,183,Suzuki SX4 Sedan 2012
5422,dataset\cars_train\05423.jpg,73,388,1217,734,100,Ferrari FF Coupe 2012
5423,dataset\cars_train\05424.jpg,17,17,280,155,104,Fisker Karma Sedan 2012
5424,dataset\cars_train\05425.jpg,53,180,1119,725,24,Audi TT RS Coupe 2012
5425,dataset\cars_train\05426.jpg,83,148,562,363,21,Audi S5 Coupe 2012
5426,dataset\cars_train\05427.jpg,54,126,576,420,99,FIAT 500 Convertible 2012
5427,dataset\cars_train\05428.jpg,24,79,724,369,114,Ford Focus Sedan 2007
5428,dataset\cars_train\05429.jpg,16,26,460,258,23,Audi S4 Sedan 2007
5429,dataset\cars_train\05430.jpg,37,121,287,192,162,Mercedes-Benz SL-Class Coupe 2009
5430,dataset\cars_train\05431.jpg,313,423,1201,901,95,Dodge Charger Sedan 2012
5431,dataset\cars_train\05432.jpg,93,135,913,679,64,Chevrolet Avalanche Crew Cab 2012
5432,dataset\cars_train\05433.jpg,5,18,295,178,108,Ford Expedition EL SUV 2009
5433,dataset\cars_train\05434.jpg,54,107,543,344,2,Acura TL Sedan 2012
5434,dataset\cars_train\05435.jpg,3,39,281,149,18,Audi TT Hatchback 2011
5435,dataset\cars_train\05436.jpg,72,43,725,483,54,Chevrolet Corvette Convertible 2012
5436,dataset\cars_train\05437.jpg,96,416,4252,2792,60,Chevrolet Impala Sedan 2007
5437,dataset\cars_train\05438.jpg,15,142,461,296,192,Volvo C30 Hatchback 2012
5438,dataset\cars_train\05439.jpg,47,172,773,459,67,Chevrolet TrailBlazer SS 2009
5439,dataset\cars_train\05440.jpg,292,148,1306,1060,178,Spyker C8 Convertible 2009
5440,dataset\cars_train\05441.jpg,48,40,469,380,174,Rolls-Royce Phantom Drophead Coupe Convertible 2012
5441,dataset\cars_train\05442.jpg,30,83,489,298,44,Bugatti Veyron 16.4 Convertible 2009
5442,dataset\cars_train\05443.jpg,94,16,419,190,32,BMW X6 SUV 2012
5443,dataset\cars_train\05444.jpg,38,42,704,439,118,GMC Savana Van 2012
5444,dataset\cars_train\05445.jpg,127,376,1516,964,27,BMW 1 Series Coupe 2012
5445,dataset\cars_train\05446.jpg,6,129,630,452,57,Chevrolet Traverse SUV 2012
5446,dataset\cars_train\05447.jpg,13,34,248,183,68,Chevrolet Silverado 2500HD Regular Cab 2012
5447,dataset\cars_train\05448.jpg,15,33,273,173,18,Audi TT Hatchback 2011
5448,dataset\cars_train\05449.jpg,101,243,924,571,69,Chevrolet Silverado 1500 Classic Extended Cab 2007
5449,dataset\cars_train\05450.jpg,427,517,1426,835,95,Dodge Charger Sedan 2012
5450,dataset\cars_train\05451.jpg,13,32,253,150,69,Chevrolet Silverado 1500 Classic Extended Cab 2007
5451,dataset\cars_train\05452.jpg,56,50,1229,660,164,Mercedes-Benz S-Class Sedan 2012
5452,dataset\cars_train\05453.jpg,34,179,608,381,42,Bentley Continental GT Coupe 2007
5453,dataset\cars_train\05454.jpg,8,8,269,177,39,Bentley Arnage Sedan 2009
5454,dataset\cars_train\05455.jpg,54,91,268,211,147,Jeep Grand Cherokee SUV 2012
5455,dataset\cars_train\05456.jpg,11,23,370,234,81,Daewoo Nubira Wagon 2002
5456,dataset\cars_train\05457.jpg,22,15,244,181,110,Ford Ranger SuperCab 2011
5457,dataset\cars_train\05458.jpg,52,28,752,429,98,FIAT 500 Abarth 2012
5458,dataset\cars_train\05459.jpg,2,7,581,293,184,Tesla Model S Sedan 2012
5459,dataset\cars_train\05460.jpg,90,108,579,378,127,Honda Accord Coupe 2012
5460,dataset\cars_train\05461.jpg,141,184,424,350,101,Ferrari California Convertible 2012
5461,dataset\cars_train\05462.jpg,134,180,576,315,159,McLaren MP4-12C Coupe 2012
5462,dataset\cars_train\05463.jpg,22,45,409,252,31,BMW X5 SUV 2007
5463,dataset\cars_train\05464.jpg,6,80,294,187,16,Audi 100 Sedan 1994
5464,dataset\cars_train\05465.jpg,36,33,230,181,112,Ford F-150 Regular Cab 2012
5465,dataset\cars_train\05466.jpg,80,185,879,614,131,Hyundai Tucson SUV 2012
5466,dataset\cars_train\05467.jpg,68,398,634,603,167,Nissan Leaf Hatchback 2012
5467,dataset\cars_train\05468.jpg,142,46,729,294,48,Buick Verano Sedan 2012
